Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Latin America and the Caribbean,3,10,7,32765,60,5,4,537,10,31,854,34,2390,46.9,29.513152380952377,27.553212464103556,23.811333333333337,13.252333333333333,23.8498,0
Developed Economies and EU,1,7,7,21743,13,6,1,221,1,13,306,24,1760,13.1,23.730971428571433,29.077664909348076,31.335723809523806,23.91466666666667,22.72466666666667,0
Central and South-Eastern Europe and CIS,4,6,8,10799,46,9,5,272,9,31,394,22,4167,13.1,28.092361904761905,26.511694026545513,18.92226666666667,10.493333333333332,29.26893333333333,1
Africa,4,2,19,35965,41,6,1,681,4,43,369,17,1004,51.8,20.797561904761906,20.22680839512523,22.285552380952385,6.904333333333333,28.939666666666668,0
Middle East,4,10,2,42745,52,2,5,2421,4,23,774,5,7311,46.9,39.859209523809525,23.12967010986813,27.218371428571437,13.985,21.021666666666665,0
Africa,5,9,24,36990,48,8,1,319,10,39,244,4,1524,8.5,31.548647619047625,24.022087923078026,18.58961904761905,6.154333333333333,26.683533333333337,0
Asia-Pacific,5,10,5,15500,53,6,3,598,9,47,334,33,2346,12.0,26.666285714285713,21.978412126926976,26.257914285714286,10.669666666666666,23.614666666666665,0
Central and South-Eastern Europe and CIS,1,9,22,25441,54,9,3,5336,3,25,114,36,5336,12.0,23.085990476190478,13.347920506336349,32.94713333333334,13.318333333333335,20.756600000000002,0
Asia-Pacific,4,6,22,44113,57,1,5,261,7,7,428,17,3045,8.5,23.784285714285716,18.210649636392212,24.93977142857143,14.325333333333331,26.621333333333336,0
Latin America and the Caribbean,1,3,16,19788,70,7,4,4773,3,60,346,9,2991,46.9,31.81827619047619,17.18667581043819,21.841190476190476,20.15366666666667,36.08153333333334,0
Asia-Pacific,1,3,21,20265,38,1,2,9154,2,30,1264,17,9182,51.8,19.453142857142858,13.05016215907305,21.941476190476195,13.722666666666669,23.341066666666666,0
Developed Economies and EU,4,6,22,14626,41,3,2,7044,3,41,1310,4,1114,46.9,32.88839047619048,25.784978497849785,35.162285714285716,15.940333333333335,41.14600000000001,0
Asia-Pacific,4,2,6,21714,48,3,4,3974,4,1,488,26,1344,8.5,24.91858095238095,18.35266383781235,18.630428571428574,20.217000000000002,28.303800000000003,0
Latin America and the Caribbean,4,8,19,25170,49,7,5,854,3,52,280,14,5042,46.9,30.538685714285712,15.178489277499182,36.604390476190474,14.757333333333333,37.58586666666667,0
Asia-Pacific,2,9,1,12034,51,6,3,4114,7,1,629,27,3098,18.0,18.528,27.56821396425357,19.08805714285714,13.751,12.546333333333335,0
Africa,2,1,6,30474,11,7,2,3960,4,59,980,37,7357,51.8,18.07092380952381,14.858457274298859,25.850723809523814,18.978,32.88773333333334,0
Asia-Pacific,3,6,7,31328,55,3,1,5479,2,18,446,23,6592,8.5,36.67663809523809,21.992313517066,26.325619047619046,24.582333333333334,39.470933333333335,0
Latin America and the Caribbean,3,10,8,7810,20,5,4,8473,3,59,655,1,7108,51.8,30.84544761904762,20.09079479376509,22.05379047619048,11.206333333333335,20.702066666666667,0
Middle East,3,2,24,32097,38,6,5,8877,8,7,1058,18,1428,13.1,31.479685714285715,24.325546840398328,17.932533333333332,12.880333333333335,36.44286666666667,0
Developed Economies and EU,4,2,19,27488,49,4,5,573,1,46,874,16,6627,13.1,15.139361904761905,31.41368422556542,31.794466666666665,20.979999999999997,23.341066666666666,0
Asia-Pacific,5,3,4,16132,43,8,1,499,10,33,1262,38,5249,13.1,35.32364761904762,22.594030831654592,30.02189523809524,2.9963333333333333,33.88726666666667,0
Africa,4,7,7,31523,55,1,1,855,2,3,1394,1,3658,46.9,21.217523809523808,18.77827782778278,23.497171428571427,19.230000000000004,36.270133333333334,1
Asia-Pacific,3,7,14,21761,31,6,1,389,10,55,537,9,5502,8.5,20.932819047619052,32.890589058905896,30.821457142857145,17.251333333333335,41.72553333333333,0
Central and South-Eastern Europe and CIS,5,3,20,43427,11,10,3,524,10,58,36,36,9045,51.8,21.840228571428575,20.02557398597003,25.068619047619052,14.206666666666667,28.156,0
Developed Economies and EU,5,10,12,36343,21,7,2,690,7,30,872,38,131,18.0,39.37524761904763,10.02857428600003,32.30114285714285,8.491,23.609733333333335,0
Developed Economies and EU,5,6,17,38379,16,1,3,827,8,52,734,26,4201,12.0,30.42759047619048,19.933536210763936,31.274400000000004,20.679333333333336,30.33933333333334,0
Asia-Pacific,1,2,18,12314,19,9,5,2792,3,46,239,33,2543,8.5,26.923142857142857,10.281342419956282,16.737590476190476,18.65366666666667,25.386266666666668,1
Asia-Pacific,2,3,19,37504,55,4,3,378,4,51,559,21,106,51.8,29.874304761904767,26.638135242095633,35.724914285714284,16.14966666666667,33.17573333333333,0
Middle East,5,3,2,14691,20,8,4,539,10,16,366,6,3128,46.9,23.911666666666665,19.86795822439387,29.15271428571429,11.220666666666668,31.72793333333333,0
Developed Economies and EU,4,8,20,31119,50,5,2,570,10,21,300,5,5830,12.0,27.25784761904762,16.12895575271813,24.68177142857143,20.846,28.807200000000005,0
Middle East,3,3,3,23863,65,5,5,2961,3,53,589,1,1534,51.8,23.805761904761905,21.00915805866301,24.095152380952378,9.890666666666666,35.26773333333333,0
Developed Economies and EU,4,2,18,34829,33,9,2,2717,7,8,1043,8,2724,8.5,19.587142857142858,14.660380323746658,23.28744761904762,18.660333333333334,24.460866666666668,0
Developed Economies and EU,5,3,14,22264,37,3,5,9969,1,54,1445,11,4435,51.8,28.44957142857143,12.498735587844498,26.77262857142857,17.170333333333332,21.969066666666667,0
Developed Economies and EU,3,9,4,35624,25,3,2,2087,10,55,587,16,6356,18.0,29.944866666666663,16.150043575786153,27.122180952380955,15.779666666666667,34.62093333333334,0
Asia-Pacific,3,4,2,19304,41,8,2,9786,1,50,845,33,1753,51.8,28.364104761904763,28.717514608603718,23.03899047619048,20.509,19.03826666666667,0
Central and South-Eastern Europe and CIS,4,6,16,15596,41,3,5,625,3,52,1279,4,7044,51.8,27.58473333333334,10.531581729601532,30.18784761904762,14.295666666666667,33.60920000000001,0
Central and South-Eastern Europe and CIS,4,10,2,3352,65,3,2,2421,9,20,1495,15,2590,12.0,26.404028571428572,8.460046004600462,18.955266666666667,15.869666666666667,33.373,0
Asia-Pacific,4,6,3,27991,25,10,2,813,8,39,730,39,376,12.0,25.4716380952381,16.790864800765792,30.24972380952381,16.151,31.64873333333334,0
Middle East,2,2,7,26401,57,6,2,4186,1,45,1462,36,9647,46.9,23.114933333333333,22.974097409740974,36.2856,6.903666666666668,15.219466666666667,0
Middle East,1,6,4,44841,41,1,3,850,2,6,1102,27,2870,12.0,22.04406666666667,21.52858142957153,25.81853333333333,13.379333333333335,38.00353333333334,0
Central and South-Eastern Europe and CIS,2,7,4,48146,33,8,4,699,2,49,1450,19,8183,12.0,21.78500952380952,14.896461074678898,20.636238095238095,17.240333333333336,23.493066666666667,1
Middle East,2,3,12,36359,66,4,2,9159,8,39,675,17,1731,8.5,35.45177142857143,17.667509608103668,20.700961904761904,13.365000000000002,27.354333333333336,1
Central and South-Eastern Europe and CIS,5,8,20,21588,58,7,4,918,6,24,1298,38,4353,46.9,33.66572380952381,24.25915448687726,25.33246666666667,16.770333333333333,20.230666666666668,0
Middle East,1,2,3,46453,68,9,2,9347,4,26,58,20,4776,51.8,20.87846666666667,23.469046904690472,17.265647619047623,14.579,31.73853333333333,0
Central and South-Eastern Europe and CIS,4,7,15,28291,26,2,3,2507,1,20,1202,12,3868,12.0,31.511895238095235,26.242338519566243,37.53425714285714,19.889333333333337,30.360466666666667,0
Central and South-Eastern Europe and CIS,4,2,4,10490,67,10,3,1498,3,19,76,20,7234,13.1,30.74854285714286,24.37775206092038,18.06295238095238,17.229333333333336,26.45693333333334,0
Developed Economies and EU,4,8,24,24103,69,6,1,950,5,25,163,36,2774,51.8,25.540390476190478,20.331618876173334,26.937,23.285333333333334,32.58773333333333,0
Africa,3,1,17,461,31,9,3,3807,1,4,750,20,9864,8.5,25.633485714285715,8.222493677939223,11.80032380952381,15.630000000000003,34.69193333333334,0
Africa,3,5,15,1528,53,8,1,539,6,21,1130,35,4726,18.0,24.93962857142857,16.630220164873634,24.709695238095243,27.547,18.871533333333335,0
Africa,4,9,13,16217,34,10,3,447,3,54,363,7,3995,8.5,27.83651428571429,15.682225365393684,27.18227619047619,22.898333333333333,24.816266666666664,1
Latin America and the Caribbean,4,10,24,43149,13,2,3,255,2,40,100,31,5776,8.5,29.29490476190476,9.96978269255497,20.385809523809524,12.139333333333333,18.09406666666667,0
Middle East,1,6,20,29249,18,2,3,833,4,20,1042,4,2333,12.0,28.410790476190478,7.654436872258655,27.864085714285714,19.831,18.702133333333336,0
Africa,2,8,18,29982,53,9,4,8028,7,21,597,37,7477,8.5,16.28529523809524,29.406869258354405,29.35187619047619,16.992333333333335,21.978933333333337,0
Middle East,5,7,7,1795,18,2,2,3532,2,42,666,25,5078,12.0,18.980419047619044,21.269169774120268,40.85301904761905,23.943666666666665,20.969333333333335,0
Central and South-Eastern Europe and CIS,5,3,14,14464,20,1,2,1344,9,16,536,15,8465,13.1,21.683076190476193,21.397854071121394,22.64635238095238,19.470333333333333,26.64666666666667,0
Developed Economies and EU,4,7,2,17073,45,2,5,230,4,22,33,30,9806,51.8,26.296361904761902,21.27149857842927,28.92193333333333,13.203333333333333,18.05566666666667,0
Central and South-Eastern Europe and CIS,5,8,21,9715,58,1,3,902,10,37,1257,38,7165,12.0,37.865790476190476,21.136156472790137,38.11168571428571,16.068000000000005,15.416733333333339,0
Middle East,1,7,2,1284,47,1,1,5635,9,5,1460,33,7850,51.8,32.93246666666667,19.411198262683417,23.60361904761905,20.437000000000005,27.255533333333332,0
Latin America and the Caribbean,2,8,2,31910,32,10,5,181,2,6,1419,37,5336,18.0,15.448333333333334,22.54742617118855,30.147904761904766,21.624666666666666,22.18166666666667,0
Developed Economies and EU,5,10,6,39124,42,8,2,6969,2,37,472,33,4942,12.0,35.83556190476191,14.946623233751946,37.609,14.135,21.77426666666667,1
Latin America and the Caribbean,3,10,16,14242,29,7,5,431,8,40,1343,7,1220,51.8,28.80358095238095,17.81561013244182,19.02476190476191,12.267000000000001,28.1922,0
Asia-Pacific,5,10,22,10919,63,9,3,2385,8,26,1091,21,110,8.5,30.10427619047619,16.861771891474863,26.29230476190476,16.855,27.081533333333336,1
Africa,2,6,5,31951,68,10,1,720,1,31,509,2,9535,12.0,31.60767619047619,13.565142228508567,30.712504761904764,12.417333333333334,30.74073333333334,0
Central and South-Eastern Europe and CIS,4,2,8,17474,20,3,2,761,1,55,222,4,8719,12.0,23.730038095238097,20.73830240166874,27.89236190476191,20.499333333333336,14.508666666666667,0
Middle East,5,7,6,43913,67,5,1,287,5,24,1269,9,2513,51.8,26.87605714285714,15.216021602160218,26.634295238095234,19.676333333333332,25.535199999999996,1
Middle East,5,2,23,31626,43,8,2,2355,8,32,771,28,7549,8.5,40.272038095238095,20.98947037560899,34.92368571428572,20.61566666666667,25.810933333333335,0
Middle East,4,9,5,46135,27,4,1,881,10,20,839,24,7001,8.5,16.479752380952384,23.264340719786265,38.34697142857142,16.06866666666667,33.15613333333334,0
Latin America and the Caribbean,2,8,7,32408,17,10,4,7929,1,9,12,8,2365,12.0,41.86654285714286,21.636377923506632,34.175247619047624,21.521333333333338,16.148,0
Africa,5,1,6,11963,42,5,2,5172,2,30,1136,39,7634,8.5,28.044885714285712,23.68822596545369,20.72956190476191,9.663333333333334,34.28446666666667,0
Latin America and the Caribbean,1,9,4,49192,64,2,1,637,9,60,1074,37,2226,8.5,15.211438095238094,21.67953938250968,16.735800000000005,2.783,27.714200000000005,0
Developed Economies and EU,3,9,4,3734,30,5,3,6386,3,59,1349,17,9010,12.0,27.203628571428567,14.122012201220125,29.006457142857144,9.490333333333334,14.697666666666667,0
Central and South-Eastern Europe and CIS,2,6,23,30568,14,2,3,3879,5,9,574,20,5458,18.0,25.152628571428572,22.97695483834098,22.352028571428573,25.052666666666667,35.40546666666667,0
Africa,5,6,12,7201,69,2,5,1111,4,9,419,37,6817,18.0,22.004609523809528,21.27407026416927,20.225380952380952,17.434333333333335,34.528733333333335,0
Developed Economies and EU,1,6,22,49258,39,3,1,293,10,53,382,12,1944,18.0,14.248209523809527,12.701312988441702,30.187628571428572,3.7666666666666675,29.041600000000003,0
Central and South-Eastern Europe and CIS,3,3,23,30643,63,7,2,574,1,34,264,16,787,18.0,30.90412380952381,26.05627705627706,34.98139047619048,20.828333333333333,16.08833333333334,1
Developed Economies and EU,2,7,14,35024,60,9,4,466,2,52,604,27,680,46.9,18.723704761904763,14.507207863643506,23.48247619047619,19.115333333333336,23.3106,0
Asia-Pacific,2,6,19,11486,27,10,1,233,6,32,442,24,6795,18.0,22.536323809523807,26.95162373380195,32.220580952380956,13.234333333333334,33.756666666666675,0
Asia-Pacific,4,4,9,16654,17,10,4,656,1,18,1296,10,8072,51.8,30.188533333333332,18.206020602060207,18.163447619047624,14.499333333333334,24.277600000000003,0
Africa,4,9,11,15280,58,10,1,4379,8,58,1405,25,4358,46.9,31.356676190476197,29.174546026031173,24.249952380952383,14.154333333333332,23.814666666666664,0
Asia-Pacific,4,8,16,44866,21,8,4,8481,7,16,763,10,2784,8.5,23.473990476190476,13.168173960253169,34.26688571428571,12.176,40.60586666666667,0
Developed Economies and EU,1,4,16,40768,66,5,3,9963,7,48,1073,13,549,18.0,30.38073333333334,23.691883474061694,30.558333333333337,16.001333333333335,24.699666666666666,0
Developed Economies and EU,4,6,15,1262,16,6,3,3384,6,16,754,27,2983,51.8,34.873,20.60568914034261,25.503904761904767,14.060666666666668,14.68286666666667,1
Middle East,1,3,16,38681,14,7,3,3775,10,52,657,27,4637,46.9,29.601838095238097,8.114640035432116,20.330409523809525,10.430666666666669,17.427400000000002,0
Central and South-Eastern Europe and CIS,5,4,8,20478,27,6,2,547,5,7,603,25,1654,18.0,31.98097142857143,14.862129070049864,18.599704761904764,15.21566666666667,21.895933333333335,0
Developed Economies and EU,2,5,17,35790,21,2,2,765,9,14,235,37,9622,8.5,17.769190476190477,14.052790993385052,27.20711428571429,12.449333333333335,26.958066666666667,0
Africa,4,1,1,14736,42,7,4,6536,4,25,722,6,8977,51.8,27.69546666666666,29.258354406869262,20.77054285714286,10.114999999999998,18.739733333333334,0
Latin America and the Caribbean,1,2,23,31615,19,6,1,9095,7,17,1056,24,7822,13.1,16.15374285714286,24.280185161373282,26.962838095238094,21.331,23.1386,1
Central and South-Eastern Europe and CIS,5,9,4,2485,68,3,5,4261,8,20,1318,9,3289,18.0,21.38187619047619,15.58830168731159,32.39034285714286,12.584999999999999,16.920800000000003,0
Latin America and the Caribbean,4,9,17,186,41,4,5,334,9,31,420,7,3431,18.0,27.58546666666667,10.907090709070909,23.248933333333333,26.779666666666667,31.099066666666676,0
Middle East,3,10,9,37179,51,4,1,8576,4,34,1486,34,2567,18.0,36.2728,21.308502278799306,26.797028571428573,13.377666666666668,9.821933333333334,0
Africa,2,2,2,8079,70,10,4,6471,2,46,123,4,8357,46.9,34.104304761904764,21.579057905790577,19.330266666666667,10.593,17.05606666666667,0
Africa,3,10,3,42948,46,1,4,9498,2,19,1073,37,8600,8.5,19.24312380952381,22.81423856671382,31.023504761904768,11.270666666666667,22.65693333333333,0
Developed Economies and EU,4,9,6,23367,55,10,4,4597,6,59,451,26,8033,12.0,24.621161904761905,7.838769591244839,18.986761904761906,13.336666666666666,26.0488,0
Middle East,4,4,17,20861,32,2,5,397,3,18,486,20,487,18.0,30.994371428571426,24.58102953152458,29.55437142857143,11.366000000000001,23.671733333333332,0
Developed Economies and EU,2,7,11,261,34,10,4,4324,6,32,1323,23,9012,13.1,15.090200000000001,33.72534396296773,21.33071428571429,5.762666666666667,38.205333333333336,0
Middle East,5,6,5,26166,37,1,3,887,3,28,418,1,6010,51.8,26.7402,14.890089008900892,25.946752380952383,20.161666666666665,14.206600000000002,0
Latin America and the Caribbean,4,4,7,36285,59,7,1,673,3,34,795,16,7332,46.9,22.684266666666666,17.939222493677942,23.63839047619048,9.721333333333334,29.788133333333338,1
Asia-Pacific,1,5,13,48201,30,3,2,730,1,29,406,40,7063,18.0,39.845352380952384,19.685382823996687,27.027038095238094,16.381,27.71753333333334,1
Middle East,2,5,10,45076,21,7,4,5003,5,50,463,10,5167,18.0,30.298295238095243,28.023302330233022,18.253561904761906,13.496,26.39413333333333,1
Central and South-Eastern Europe and CIS,2,7,19,22551,33,3,4,4475,7,59,1398,34,7082,18.0,14.781104761904762,24.274741759890276,25.856876190476193,23.542,34.88100000000001,0
Central and South-Eastern Europe and CIS,4,1,16,19372,55,10,1,619,2,31,188,23,3628,13.1,30.2522380952381,14.971940051147973,27.142495238095236,21.16266666666667,22.66706666666667,0
Middle East,5,4,12,1775,52,8,2,5100,1,54,303,33,2630,18.0,16.37061904761905,30.17328875744718,33.15181904761905,13.865666666666668,16.450133333333337,0
Latin America and the Caribbean,2,8,7,40633,43,2,4,993,5,7,1120,33,6537,46.9,26.859171428571432,18.003571785750005,33.18653333333334,6.239,34.795866666666676,0
Asia-Pacific,5,5,8,17292,11,9,1,656,3,19,154,6,6374,46.9,30.877952380952383,14.44773048733445,36.133742857142856,12.095333333333334,33.5666,0
Central and South-Eastern Europe and CIS,4,6,21,15213,56,6,5,9994,3,49,715,10,2744,18.0,27.325828571428573,19.198019801980198,26.39593333333334,12.547666666666668,22.76813333333333,0
Latin America and the Caribbean,3,8,11,20440,70,3,5,9691,5,29,1413,13,5599,13.1,20.263276190476194,23.67578186390068,28.46292380952381,11.911666666666667,37.97826666666668,0
Africa,5,9,18,4740,51,7,3,5561,1,12,599,10,6396,46.9,30.49432380952381,13.2003343191462,31.225942857142858,20.745,19.363466666666667,0
Africa,5,7,22,14571,41,5,2,826,10,44,50,3,1071,8.5,22.899171428571428,25.20736359350221,34.41854285714286,18.618000000000002,29.378466666666665,0
Middle East,2,9,22,34831,18,4,1,557,9,49,161,35,8758,12.0,38.432923809523814,15.356449930707361,38.966247619047614,9.456000000000001,17.703733333333336,1
Asia-Pacific,1,1,8,43466,50,6,1,413,5,37,56,13,3581,13.1,31.755733333333335,13.898404126126898,26.879933333333334,13.146666666666668,35.873333333333335,0
Middle East,2,9,12,11881,19,5,3,2912,7,27,228,35,3021,46.9,37.969971428571434,19.2993442201363,33.17579047619048,18.33566666666667,33.711600000000004,0
Middle East,3,5,13,34078,55,2,5,410,4,15,907,33,7326,13.1,27.532066666666665,13.275498978469278,37.20288571428571,10.937999999999999,29.3464,0
Africa,4,10,3,42730,62,10,5,656,4,27,951,36,1591,13.1,32.73969523809524,16.284657037132284,27.29829523809524,7.169666666666667,14.865066666666667,0
Africa,1,5,24,9857,34,9,1,5765,9,5,115,6,3822,46.9,33.193000000000005,31.24635320674925,28.095695238095235,13.502,30.079800000000006,0
Asia-Pacific,5,9,9,18194,66,9,1,4741,10,8,897,1,6867,13.1,29.134400000000007,10.035632134642034,25.566809523809525,22.527,27.227933333333326,0
Developed Economies and EU,4,2,5,13154,10,1,2,9311,8,43,850,30,5789,12.0,28.043561904761905,10.57052848141957,44.565561904761914,13.745333333333335,38.71026666666666,0
Africa,5,4,23,20056,40,1,3,264,10,37,464,28,5494,18.0,37.54521904761905,17.13101310131013,26.502866666666673,9.999333333333333,33.776133333333334,0
Central and South-Eastern Europe and CIS,5,7,22,17772,41,7,1,8597,6,53,1296,2,2462,51.8,24.68313333333333,26.829725829725838,38.558752380952384,10.882333333333333,35.89126666666667,0
Latin America and the Caribbean,5,5,24,30273,13,3,5,203,10,23,660,36,7070,18.0,16.776304761904765,12.628905747717631,24.676323809523808,16.895333333333333,23.3904,0
Developed Economies and EU,4,5,21,9902,53,2,2,1697,9,10,947,40,6704,18.0,17.784590476190477,22.532596116754533,26.59432380952381,17.690666666666665,24.09133333333334,0
Asia-Pacific,5,1,5,27447,32,7,2,599,10,7,730,29,6173,8.5,22.783809523809524,14.73875959024474,28.755066666666668,15.002,29.964800000000007,0
Central and South-Eastern Europe and CIS,2,4,1,27662,18,7,5,3847,10,60,1053,25,8026,13.1,26.765133333333335,13.082165359393084,22.70453333333333,14.996333333333334,35.00020000000001,0
Central and South-Eastern Europe and CIS,5,10,19,19400,67,8,3,602,4,33,1336,23,1419,51.8,23.01719047619048,10.339033903390341,35.38258095238096,11.013333333333334,21.509666666666668,0
Latin America and the Caribbean,1,6,7,1026,67,1,1,190,9,9,56,20,9756,8.5,34.16213333333333,27.217336019316217,28.150704761904766,10.881333333333332,17.335733333333337,1
Middle East,3,6,24,9011,18,4,1,5832,2,30,458,28,1282,46.9,25.67797142857143,27.17527467032418,19.185114285714285,21.995,19.19586666666667,0
Middle East,2,8,7,13766,23,9,2,7955,9,26,1238,39,264,13.1,25.443628571428572,22.254068263969256,15.877685714285716,9.632666666666667,23.347333333333335,0
Latin America and the Caribbean,5,10,4,25878,67,3,4,373,4,23,313,36,6864,12.0,31.8082380952381,23.978469275498977,13.652685714285715,16.126666666666665,26.243866666666666,0
Asia-Pacific,4,2,6,43071,63,5,5,8268,1,14,225,33,9857,8.5,18.36761904761905,28.41212692697841,22.890857142857143,23.834,32.031600000000005,0
Latin America and the Caribbean,5,1,12,33349,51,4,5,4015,1,43,92,23,2910,8.5,23.98196190476191,11.832611832611834,23.474990476190474,17.720333333333336,20.015133333333335,1
Central and South-Eastern Europe and CIS,5,4,15,26294,61,10,3,8470,9,9,1456,37,6721,51.8,41.134019047619056,27.81653879673682,32.97946666666667,20.016000000000002,24.281666666666666,1
Middle East,2,4,16,16108,39,2,1,766,2,43,1294,8,2512,51.8,29.332514285714282,15.044790193305047,25.188323809523812,9.051,13.007666666666667,0
Africa,5,1,19,1583,49,6,4,3134,2,4,1244,26,9106,12.0,23.32489523809524,18.393510779649397,32.12206666666667,18.295666666666666,23.523533333333337,0
Asia-Pacific,4,10,2,30983,49,1,4,803,6,23,492,20,8054,51.8,22.11126666666667,24.25925449687826,18.010428571428573,11.569333333333335,24.660666666666664,0
Developed Economies and EU,4,5,12,13168,60,6,5,8059,6,26,155,24,9697,13.1,31.68497142857143,22.270855656994275,32.682457142857146,21.10433333333333,27.29266666666667,0
Latin America and the Caribbean,3,4,11,29379,61,10,3,841,2,22,1339,5,318,46.9,35.92281904761905,19.44888774591745,31.9406380952381,11.826333333333334,19.48806666666667,0
Middle East,5,2,7,47932,13,7,2,6978,8,5,56,33,5592,46.9,30.89539047619048,22.04749046333205,30.548295238095243,9.53,32.42693333333334,0
Asia-Pacific,5,5,15,8695,61,3,2,381,6,42,1096,40,4239,46.9,25.734752380952386,9.013472775849014,37.19615238095238,15.964999999999998,30.307666666666666,0
Developed Economies and EU,2,6,20,35858,10,1,1,834,7,30,974,26,9695,12.0,41.194857142857146,21.05933450487906,31.25134285714286,9.673000000000002,19.304800000000004,0
Asia-Pacific,2,7,6,30054,68,4,2,8674,7,41,965,20,5645,13.1,25.029447619047616,11.560841798465562,39.15197142857143,25.309333333333335,31.196200000000008,0
Latin America and the Caribbean,1,1,5,38403,35,4,3,6740,7,2,655,4,89,13.1,28.330657142857145,35.04401868758305,20.95847619047619,10.045333333333334,34.784800000000004,1
Developed Economies and EU,5,9,14,32189,13,6,4,399,3,45,1058,39,6708,46.9,35.77048571428571,12.241338419556241,31.908342857142856,12.917666666666669,25.586000000000002,0
Latin America and the Caribbean,3,6,21,10902,32,10,4,837,6,44,791,27,2628,13.1,29.088704761904765,27.771748603431774,24.747514285714285,24.56166666666667,25.216,0
Developed Economies and EU,4,3,23,15267,34,9,5,999,3,25,1237,13,6638,18.0,26.72797142857143,18.1971768605432,23.00572380952381,14.599333333333334,28.985866666666666,0
Africa,3,10,6,39047,17,3,5,9066,10,57,699,33,8727,8.5,32.84404761904762,18.75107510751075,32.215914285714284,14.184666666666669,20.9132,0
Latin America and the Caribbean,4,9,3,6898,33,4,3,815,9,13,939,1,9894,51.8,35.01216190476191,20.142742845713148,32.74547619047618,7.629666666666668,24.174400000000002,0
Africa,4,2,22,29718,35,7,3,149,5,59,664,15,4742,46.9,32.18080952380953,8.744760190304746,15.864152380952381,12.725333333333333,26.290333333333333,1
Latin America and the Caribbean,5,4,23,47593,67,1,3,9284,8,46,451,7,2076,18.0,28.915580952380953,22.821767891074824,32.197314285714285,16.328333333333333,32.138200000000005,0
Developed Economies and EU,2,4,4,13488,16,3,5,308,8,48,392,19,1662,13.1,28.757019047619046,20.45591702027346,28.46454285714286,10.301666666666668,32.242466666666665,1
Developed Economies and EU,5,2,2,32786,22,2,2,9910,2,9,544,30,3121,8.5,38.224942857142864,17.584587030131583,20.095238095238095,17.728333333333335,40.439,0
Central and South-Eastern Europe and CIS,2,1,14,11289,52,9,5,410,8,39,740,9,5570,51.8,34.15774285714286,16.862371951480863,32.24482857142858,19.101666666666667,34.855066666666666,1
Latin America and the Caribbean,5,8,21,4385,13,2,1,5984,9,5,319,26,9940,8.5,23.382161904761904,10.83024016687383,21.41454285714286,18.558666666666667,27.218133333333334,0
Latin America and the Caribbean,5,7,20,37474,67,1,4,4949,6,4,1025,14,838,12.0,31.577057142857146,23.390539053905393,30.141733333333338,12.725333333333335,32.3796,0
Latin America and the Caribbean,5,1,5,38608,25,2,2,6190,7,32,560,5,984,8.5,17.421819047619046,20.875773291614873,35.97489523809524,14.314666666666668,23.359600000000004,1
Africa,4,4,22,1504,28,3,5,116,6,32,1102,8,9534,51.8,28.58182857142857,20.471561441858473,22.059228571428573,13.663666666666668,28.906600000000005,0
Asia-Pacific,3,5,11,780,62,9,5,45,8,16,381,5,978,18.0,24.88981904761905,17.501735887874503,34.10035238095238,17.596,29.546666666666667,0
Africa,2,5,1,1083,40,5,3,731,3,49,302,39,1517,18.0,33.85111428571428,26.431643164316434,18.928257142857145,14.992666666666668,33.28613333333333,0
Asia-Pacific,4,6,1,7799,26,7,2,4052,9,16,897,34,7316,18.0,27.20297142857143,8.74854628319975,21.33524761904762,16.018333333333334,26.586933333333334,0
Middle East,3,9,20,45952,56,4,3,4171,7,36,358,30,1641,12.0,21.189933333333332,11.801294415155802,14.296609523809522,19.57133333333334,21.540400000000005,0
Africa,4,7,9,29779,29,1,2,641,1,34,543,31,198,8.5,20.521438095238096,24.3951966625234,35.605085714285714,11.684333333333333,25.908733333333334,1
Latin America and the Caribbean,5,2,13,6001,69,7,5,2424,2,8,124,40,2837,13.1,29.796904761904763,7.445515980169446,20.35235238095238,15.477333333333334,39.05460000000001,0
Asia-Pacific,2,9,9,7701,23,2,3,460,7,27,500,35,1532,46.9,26.621504761904763,22.65890874801766,20.80302857142857,15.697000000000003,28.167733333333334,1
Developed Economies and EU,3,6,10,25964,32,4,1,143,7,8,375,36,9829,51.8,18.819552380952384,26.643592930721642,30.785885714285715,8.874333333333334,21.774533333333334,0
Africa,2,4,1,40171,61,6,4,809,2,27,232,5,4632,12.0,28.60224761904762,19.454045404540455,27.863638095238098,18.330333333333336,17.443533333333335,0
Asia-Pacific,4,3,16,45416,30,3,5,5172,9,38,1118,13,8282,12.0,28.530866666666665,14.160487477319162,37.72855238095239,16.69566666666667,24.53933333333333,0
Latin America and the Caribbean,4,3,20,39554,31,1,4,6692,3,18,874,13,6971,46.9,21.46711428571429,17.573371622876575,28.5907619047619,14.956,29.56766666666667,0
Middle East,5,10,5,33834,33,3,2,133,1,59,1325,28,60,18.0,26.424019047619048,16.782563970682784,23.988200000000003,24.477000000000004,21.016800000000003,0
Asia-Pacific,5,6,22,9484,13,5,4,120,5,52,83,36,635,51.8,20.088723809523813,23.27218436129327,25.21764761904762,10.546333333333333,29.338600000000003,0
